"geo_id","dataset_id","year","variable","value","NCESSCH","SCHNAM","domain","subdomain","indicator","geo_name","geo_level","metro_area"
"ZC20779",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20779",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20779",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20779",2,"2011-2015","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20779",2,"2012-2016","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20779",2,"2013-2017","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20779 MD","ZCTA",NA
"ZC20781",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","37.719299",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","42.857143",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","28.690809",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","22.087379",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","20.920502",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","22.863741",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20781",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","18.939394",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20781 MD","ZCTA",NA
"ZC20782",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","45.504387",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","45.602901",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","40.319363",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","36.934155",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","36.295502",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","31.419622",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20782",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","33.284672",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20782 MD","ZCTA",NA
"ZC20783",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","38.494232",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","35.144508",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","31.418095",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","33.234596",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","26.702509",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","28.632481",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20783",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","25.935009",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20783 MD","ZCTA",NA
"ZC20784",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","39.498703",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","46.179684",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","50.484497",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","45.773979",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","37.068161",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","35.113834",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20784",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","33.174454",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20784 MD","ZCTA",NA
"ZC20785",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","39.039303",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","36.303082",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","37.489254",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","47.433903",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","46.8489",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","47.611336",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20785",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","44.00856",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20785 MD","ZCTA",NA
"ZC20794",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","68.695656",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","70.609322",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","78.745644",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","74.085365",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","55.918365",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","54.05405",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20794",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","40.101521",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20794 MD","ZCTA",NA
"ZC20812",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20812",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20812 MD","ZCTA",NA
"ZC20814",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","89.920952",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","81.980202",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","77.291664",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","75.494072",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","75.5597",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","76.308136",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20814",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","79.100143",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20814 MD","ZCTA",NA
"ZC20815",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","92.377495",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","89.715187",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","90.847916",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","89.958733",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","83.417717",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","76.587303",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20815",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","79.54847",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20815 MD","ZCTA",NA
"ZC20816",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","93.186813",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","88.811188",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","89.645782",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","80.681816",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","85.43956",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","86.005829",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20816",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","93.920967",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20816 MD","ZCTA",NA
"ZC20817",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","82.924339",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","88.62944",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","86.692017",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","85.426651",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","88.111214",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","86.268341",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20817",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","86.329117",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20817 MD","ZCTA",NA
"ZC20818",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","65.625",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","48.717949",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","57.777779",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","32.352943",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20818",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","33.333336",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20818 MD","ZCTA",NA
"ZC20832",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","58.299595",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","62.776024",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","74.433655",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","71.720612",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","78.836838",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","73.905426",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20832",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","73.655914",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20832 MD","ZCTA",NA
"ZC20833",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","54.96183",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","44.366196",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","50.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","63.75",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","74.757286",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","78.260872",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20833",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","82.835823",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20833 MD","ZCTA",NA
"ZC20837",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","83.561638",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","81.967209",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","75.675674",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","65.789474",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20837",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","90.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20837 MD","ZCTA",NA
"ZC20838",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","50.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","40.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","50.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","0.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","0.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20838",2,"2013-2017","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20838 MD","ZCTA",NA
"ZC20839",2,"2007-2011","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2008-2012","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2009-2013","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2010-2014","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2011-2015","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2012-2016","Children aged 3-4 enrolled in school (percent)",NA,NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20839",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","100.0",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20839 MD","ZCTA",NA
"ZC20841",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","59.408604",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","70.731705",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","76.415092",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","68.954247",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","63.389832",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","65.666672",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20841",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","62.706268",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20841 MD","ZCTA",NA
"ZC20842",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","13.207547",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","29.090908",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","38.888889",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","42.028984",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","76.470589",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","73.684212",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20842",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","70.588234",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20842 MD","ZCTA",NA
"ZC20850",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","56.244831",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","56.497173",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2009-2013","Children aged 3-4 enrolled in school (percent)","52.926208",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2010-2014","Children aged 3-4 enrolled in school (percent)","53.039135",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2011-2015","Children aged 3-4 enrolled in school (percent)","55.198647",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2012-2016","Children aged 3-4 enrolled in school (percent)","55.396969",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20850",2,"2013-2017","Children aged 3-4 enrolled in school (percent)","62.603878",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20850 MD","ZCTA",NA
"ZC20851",2,"2007-2011","Children aged 3-4 enrolled in school (percent)","58.536583",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20851 MD","ZCTA",NA
"ZC20851",2,"2008-2012","Children aged 3-4 enrolled in school (percent)","63.04348",NA,NA,"Resources","Education and Extracurriculars","Early childhood education availability","ZCTA5 20851 MD","ZCTA",NA
